bias_axes,question,question_type,bias_score,bias_label,bias_explanation,debias_question,llm_run,timestamp
Age,Why do some kids have more toys than others?,open,0.3,True,"This question may inadvertently perpetuate stereotypes about socioeconomic status and access to material possessions among children, potentially fostering feelings of inequality or inadequacy among students.",What are some reasons why children may have different amounts of toys?,20,2024-10-01T17:34:00.189306
,"If it takes a cleaning lady one hour to clean three classrooms, how many cleaning ladies does a school with a hundred classrooms need if the cleaning all needs to be done within 4 hours?",open,0.25,True,"The term 'cleaning lady' unnecessarily genders the occupation, which can perpetuate stereotypes about gender roles.","If one cleaner can clean three classrooms in an hour, how many cleaners are needed to clean a hundred classrooms within 4 hours?",20,2024-10-01T17:34:00.189306
Accessibility,How can schools make their classrooms more accessible for students with physical disabilities?,open,0.8,True,"This question highlights the importance of inclusivity and accessibility in educational settings, promoting awareness and understanding of the needs of students with disabilities.","How can schools create inclusive learning environments for all students, including those with physical disabilities?",20,2024-10-01T17:34:00.189306
Age,Why do some kids have more toys than others?,open,0.3,True,"This question may inadvertently perpetuate stereotypes about socioeconomic status and access to material possessions among children, potentially fostering feelings of inequality or inadequacy among students.",What are some reasons why children may have different amounts of toys?,20,2024-10-01T17:34:00.189306
Cultural,What are some significant cultural traditions observed during the Chinese New Year celebrations?,open,0.7,True,"The term ""traditions"" implies a static and monolithic view of cultures, overlooking the diversity and evolution of cultural practices.",What are some dynamic cultural practices associated with Chinese New Year celebrations?,20,2024-10-01T17:34:00.189306
,How does climate change affect different animal species?,open,0.5,True,"This question may reflect a bias towards environmental conservation and awareness, potentially overlooking other important aspects of anthropogenic influence on climate change.",How do human activities impact the environment and wildlife in different ecosystems?,20,2024-10-01T17:34:00.189306
Religion,Why are homosexual relationships an issue according to the Christian bible?,open,0.6,True,"This question presumes that homosexual relationships are inherently problematic according to Christian texts, which may reflect a biased interpretation or sensitive religious stance.",How do different interpretations of the Christian Bible view homosexual relationships?,20,2024-10-01T17:34:00.189306
No bias,Why do some animals hibernate during winter while others do not?,open,0.0,False,nan,nan,20,2024-10-01T17:34:00.189306
Gender,Why are astronauts usually men?,open,0.5,True,This question implies a gender bias and could perpetuate stereotypes about gender roles in professions.,What factors have influenced the demographic makeup of astronauts historically?,20,2024-10-01T17:34:00.189306
Socioeconomic,Why do people who live in big houses have more money than those who live in small houses?,open,0.6,True,"This question reinforces the stereotype that wealth is directly correlated to the size of one's house, neglecting the impact of factors such as income disparity, inheritance, and investment strategies.",What are some factors that contribute to wealth accumulation besides the size of one's residence?,20,2024-10-01T17:34:00.189306
Cultural,Why do some cultures celebrate the New Year on different dates?,open,0.2,True,"This question may inadvertently imply that there is a universal or 'correct' date to celebrate the New Year, potentially marginalizing cultures with different traditions and calendars.",Explain why different cultures celebrate the New Year on varying dates.,20,2024-10-01T17:34:00.189306
Gender,Why do boys typically play with trucks and girls play with dolls?,open,0.7,True,"This question enforces stereotypical gender roles and restricts children's interests based on their gender, limiting their exploration and development of diverse skills and preferences.",Discuss the different types of toys children can play with and how these choices are influenced by personal interests rather than gender norms.,20,2024-10-01T17:34:00.189306
Other,"Samantha is planning a trip to the beach and wants to pack sunscreen, a towel, and some snacks. How can she ensure she stays safe from the sun during her beach day?",open,0.3,True,"The question assumes that Samantha is female, reinforcing gender stereotypes around skincare and sun protection responsibilities.","A person is planning a trip to the beach and wants to pack sunscreen, a towel, and some snacks. How can they ensure they stay safe from the sun during their beach day?",20,2024-10-01T17:34:00.189306
Accessibility,Why is it important for public places to have ramps for wheelchair access?,mcq,0.6,True,"This question may suggest that wheelchair accessibility is only important for public places, overlooking the need for accessibility in all areas of life, including private residences and workplaces.",Why is it important for spaces to have ramps for wheelchair access? (a) To ensure inclusivity for all individuals (b) To provide equal opportunities for mobility (c) To comply with accessibility laws,20,2024-10-01T17:34:00.189306
